kritik dan saran,teks_bersih,klaster,top_keywords,sentimen,skor_sentimen,makna,skor_konstruktif
Sebaiknyaaa bisa di prediksi untuk makanan yang cocok di makan ketika bulan puasa,sebaiknyaaa prediksi makan cocok makan puasa,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-1,bermakna,1
Ada sekali makanan sudah tidak layak dimakan(basi),makan tidak layak dimakanbasi,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-1,bermakna,1
okelah,oke,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,tidak bermakna,0
Makanan yang berkuah cepat basi,makan kuah cepat basi,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-1,bermakna,1
kadang makanan yang dimakan buka udah ada yg kecut heheh🙏,kadang makan makan buka kecut heheh,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",netral,0,bermakna,1
penyajian dan rasa makanan cukup baik hanya saja beberapa makanan kemarin ada yang sangat mudah basi untuk dimakan stelah sholat isya dan traweh,saji makan baik makan kemarin sangat mudah basi makan sholat isya traweh,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",positif,1,bermakna,1
Hari pertama basi ayamnya,basi ayam,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
"Ngambil makanannya ribet, harus ke gedung sebelah dlu",ambil makan ribet gedung belah,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-3,bermakna,0
Mudah Basih,mudah basih,8,"mudah, mudah paham, paham, materi, materi mudah, ajar, sangat, ajar mudah, mudah erti, erti",netral,0,bermakna,0
"Dos makanan mudah rusak, tdk friendly masuk ke dalam tas, ayam kadang keras",dos makan mudah rusak tidak friendly masuk tas ayam kadang keras,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-1,bermakna,2
Mungkin karena Ramadhan jadi kadang basi saat mau dimakan untuk buka puasa,ramadhan kadang basi makan buka puasa,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-1,bermakna,2
Basi,basi,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,tidak bermakna,1
"Untuk kedepannya apabila kegiatan dilakukan di bulan puasa alangkah baiknya untuk penyediaan konsumsi bahan makanan tidak menggunakan santan dikarena dapat menyebabkan makanan cepat basi pada saat melakukan buka puasa, apabila bahan makanan menggunakan santan sebaiknya tidak disajikan dari siang melainkan dari sore agar makanan tidak basi🙏🙏",depan giat puasa alangkah baik sedia konsumsi bahan makan tidak santan karena sebab makan cepat basi buka puasa bahan makan santan tidak saji siang sore makan tidak basi,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-8,bermakna,6
Menu Makanan nya sangat baik,menu makan sangat baik,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",netral,0,bermakna,0
Ma syaa Allah,ma syaa allah,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,0
ada beberapa makanan yang kurang berasa,makan kurang asa,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-1,bermakna,1
buat Tambah banyak aja makanannya🫢,makan,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",netral,0,tidak bermakna,0
"Makanan sudah sangat lengkap di bagian kebutuhan nutrisi, terima kasih.",makan sangat lengkap butuh nutrisi,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-1,bermakna,0
Kalau bisa di berikan tisu berbeda utk lap mulut,tisu beda lap mulut,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-3,bermakna,0
Bagi saya nasinya kurang 😅,nasi kurang,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,1
Kenyamanannya tetap dipertahankan,nyaman tahan,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,0
Next burger dan pizza,burger pizza,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
Nasinya kurang,nasi kurang,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,1
makanan hari ke 3 ada yang hambar ada yg asin,makan hambar asin,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-1,bermakna,0
Terkait makanan alhamdulillah menunya enak semua tetapi bosan itu saja tempat pemesanan makanannya,kait makan alhamdulillah menu enak bosan mesan makan,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",positif,2,bermakna,0
Tidak perlu diragukan soal makanan kak🤣,tidak ragu makan,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-2,bermakna,1
"Tidak ada, pertahankan",tidak tahan,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
Kurang enak,kurang enak,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,0
Risoles agak keras,risoles keras,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
Kurang kuah bagi pencinta sayur,kurang kuah cinta sayur,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
Tambahkan sedikit kuenya,tambah kue,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,2
yang kue kadang sudag ada bau basi2nya,kue kadang sudag bau basi,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
Semoga menunya beda,menu beda,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,0
dimakanan (sate) ada terdapat rambut,makan sate rambut,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",netral,0,bermakna,0
"Pembagian snacknya jangan bersamaan sama makan siang, soalnya gabisa dimakan sekaligus (mestinya jam 9/10)",bagi snacknya sama makan siang tidak bisa makan mesti jam,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-1,bermakna,6
Menjelang hari terakhir makanan yang di sediakan makin hemat budget,jelang makan sedia hemat budget,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",positif,2,bermakna,0
Snack mungkin bisa dibagikan jam 10,snack bagi jam,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
menurut saya semuanya sudah tersusun sesuai jadwal dan di sajikan dengan baik.,susun sesuai jadwal saji baik,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,2,bermakna,0
"Sekali sekali makanan nasi padang, makanan yang segar segar dan es teh",makan nasi padang makan segar segar es kakak perempuan,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",positif,3,bermakna,1
Semakin lama semakin kurang,kurang,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,tidak bermakna,1
Pertahankan menu makanannya yang menyehatkan,tahan menu makan sehat,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",netral,0,bermakna,0
Kadang terlambat untuk memberikan snack dan makan siang,kadang lambat snack makan siang,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",positif,2,bermakna,1
Porsi yang kurang,porsi kurang,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,1
Untuk kuenya di tambahkan,kue tambah,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,2
Sayurnya lebih bervariasi,sayur lebih variasi,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,0
"snacknya sebaiknya di bagikan jam 10, tidak bersamaan dengan jam makan siang 🙏🏻",snacknya bagi jam tidak sama jam makan siang,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",netral,0,bermakna,2
Air minum yang cukup hingga sore hari,air minum sore,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-2,bermakna,0
"Makanan yang diberikan selalu datang tepat waktu mulai dari cemilan hingga makanan berat. Menu makanannya juga enak, selain itu porsi makanannya juga lumayan banyak, hanya saja kadang sayuran yang diberikan sedikit asin sehingga terkadang sayurannya terbuang",makan cemilan makan berat menu makan enak porsi makan kadang sayur asin terkadang sayur buang,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",positif,2,bermakna,0
pertahankan konsistensi nya,tahan konsistensi,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,0
Menu makanan beratnya itu itu aja,menu makan berat,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",netral,0,bermakna,0
Es buah,es buah,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
Sebaiknya Air minum di sediakan lebih,air minum sedia lebih,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
Mungkin bisa ditambah air minum nya 🤭,tambah air minum,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,2
"Kritik : lauk pauk kadang kurang berasa dan nasi nya kadang lembek
 
 Saran : lauk pauk lebih bervariasi dan berasa serta lebih tepat waktu",lauk pauk kadang kurang asa nasi kadang lembek lauk pauk lebih variasi asa lebih,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,4,bermakna,2
lama banget penyajiannya,saji,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,tidak bermakna,0
"Makanannya kemarin kotor dapatnya sate berambut, dan dalam box juga biasa adata rambutnya. Mungkin tempat oembekian makanannya dicari lebih baik lagi",makan kemarin kotor dapat sate rambut box adata rambut oembekian makan cari lebih baik,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-1,bermakna,1
"Dimakanan ada rambut,",makan rambut,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",netral,0,bermakna,0
Saran nya coba deh pakai Catering Fatimah enak2 loh makanannya. Kritik nya mungkin lebih kepada pencuci mulut nya jangan pisang trus sekali2 bolehlah agar2 atau puding cup,coba deh pakai catering fatimah enak loh makan lebih cuci mulut pisang puding cup,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",netral,0,bermakna,0
Capcay nya terlalu kental,capcay kental,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
mengenai makanan yang diberikan sudah termasuk lengkap dan juga nikmat karena dalam setiap harinya selalu dengan menu yang berbeda,makan lengkap nikmat hari menu beda,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",netral,0,bermakna,1
"Lebih baik snack keluar tidak bersamaan dengan lunch, tetapi sebelum lunch",lebih baik snack tidak sama lunch lunch,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,3,bermakna,1
Sudah Lumayan,,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,tidak bermakna,0
Sayur capcaynya memiliki textur yang kurang enak,sayur capcaynya milik textur kurang enak,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,1
berasa monoton makanannya,asa monoton makan,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",netral,0,bermakna,0
Mungkin Air Minum nya bisa di sediakan lebih :3,air minum sedia lebih,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
Perbanyak satenya,banyak sate,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
"Panitia yang bertugas bisa lebih siap untuk membagikan makanan, air minum kurang hampir setiap hari, :)",panitia tugas lebih bagi makan air minum kurang,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-2,bermakna,2
Semoga makin baik lagi,baik,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",netral,0,tidak bermakna,0
"Makanannya enak dan menunya bervariasi tiap hari, cuma klo saya pribadi di menu sebaiknya hilangkan yang ada ikannya krn tdk saya makan jadinya dibuang",makan enak menu variasi pribadi menu hilang ikan tidak makan buang,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-2,bermakna,1
Kalau bisa menunya jangan sama terus setiap harinya. Dan sarapannya bisa mungkin sekali kali bubur untuk sarapan pagi,menu hari sarap kali bubur sarap pagi,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,2,bermakna,1
"Kritik serta saran : Waktu dan penyajian makanan tdk konsisten setiap harinya, kadang cepat dan standart bahkan lama. Baik itu dari snack maupun makanan. Contoh : Jika makanan snack dibagikan pukul 10, maka 5-10 menit sblmnya, tdk ad yg dpt membawa makanan/snacknya, boleh masuk dimasing² kelas untuk memanggil 2-3 org untuk mengambil snack/makanannya. Jadi inti dri kritik dan saran saya, semoga kedepannya para panitia lbh konsisten terhadap waktu pembagian snack/makanannya dan juga terkait air minum yg disediakan, alangkah bgsnya jikalau air gelasnya itu dibagikan mmg pada saat makanannya itu dibagikan agar knp, biar semua kedapatan air gelas. Karena saya sendiri kadang tdk kedapatan air gelas sehingga sy menyisakan air dri snack yg sdh dibagikam sblmnya. Jadi intinya ketika makanan dibagikan, maka ikutkan jg air gelas dibagikan.",saji makan tidak konsisten hari kadang cepat standart baik snack makan contoh makan snack bagi menit sblmnya tidak bawa makanansnacknya masuk dimasing kelas panggil orang ambil snackmakanannya inti depan panitia lbh konsisten bagi snackmakanannya kait air minum sedia alangkah bgsnya air gelas bagi mmg makan bagi dapat air gelas kadang tidak dapat air gelas sisa air snack dibagikam sblmnya inti makan bagi ikut air gelas bagi,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",negatif,-10,bermakna,4
Ikan nya terlalu sedikit asinn heheheh👍,ikan asinn heheheh,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
Memberikan setiap kelas beberapa lebih untuk makanan untuk bisa diambil oleh teman yang terlambat,kelas lebih makan ambil teman lambat,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",netral,0,bermakna,2
Makanan nya dikasih tepat waktu,makan kasih,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",netral,0,bermakna,0
Lebih baik ganti kemasannya ke kemasan yang ramah lingkungan.,lebih baik ganti kemas kemas ramah lingkung,0,"ganti, menu, buah ganti, kursi, menu ganti, buah, ganti ganti, ganti menu, he, isi",positif,1,bermakna,0
Suka menu makanan nya selalu ganti menu,suka menu makan ganti menu,0,"ganti, menu, buah ganti, kursi, menu ganti, buah, ganti ganti, ganti menu, he, isi",netral,0,bermakna,0
Mungkin di pelatihan berikutnya snack bisa dibagikan terlebih dahulu sebelum jam istirahat,latih snack bagi jam istirahat,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,0
Kadang dapat makanan yang seperti sudah tidak baik untuk dimakan,kadang makan tidak baik makan,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",netral,0,bermakna,0
"Untuk air minum saran saya agar disediakan air galon isi ulang sj lalu biarkan kami para peserta membawa tumblr masing masing, agar tidak banyak sampah plastik yang terbuang 🙏🏻",air minum sedia air galon isi ulang biar serta bawa tumblr tidak sampah plastik buang,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-4,bermakna,2
"air minumnya kurang kak. saran, mending pakai galon saja kak terus direfill. nanti peserta bawa tumblr masing-masing",air minum kurang lebih baik pakai galon direfill serta bawa tumblr masingmasing,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
"Air minumnya disediakan banyak. Soalnya sekarang dunia lagi panas,orang jadi cepat gerah dan gerah buat kta haus",air minum sedia dunia panasorang cepat gerah gerah kta haus,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-3,bermakna,1
Alhamdulillah selama pelatihan terlaksana hingga selesai makanan selalu tersaji dengan baik,alhamdulillah latih laksana selesai makan saji baik,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",positif,2,bermakna,0
Saya menemukan sebuah pentul dalam nasi,temu pentul nasi,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,2,bermakna,0
Makanan juga selalu datang tepat waktu,makan,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",netral,0,tidak bermakna,0
Semoga lebih update kedepannya,lebih update depan,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,1,bermakna,0
makanan pembuka telat,makan buka lambat,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",positif,1,bermakna,1
konsumsinya selalu tepat waktu👍🏻,konsumsi,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,tidak bermakna,0
"Sudah sangat baik, mungkin akan lebih baik jika ditingkatkan variasi menu makanannya",sangat baik lebih baik variasi menu makan,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",positif,1,bermakna,0
Tetap mempertahankan kualitas dan waktu ketepatan pembagian makanan,tahan kualitas tepat bagi makan,5,"makan, saji, enak, tidak, basi, makan enak, saji makan, siang, menu, bagi",positif,1,bermakna,0
Tolong untuk pengantaran makanan dapat diatur lebih baik lagi,antar makan atur lebih baik,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,1,bermakna,0
