komentar bermakna,klaster,sentimen,makna
"Materi yang terlalu cepat melangkah tapi tetap bagus karena setiap point dijelaskan, terlalu banyak materi dalam sekali jalan",1,netral,bermakna
MaaSyaaAllah pengajarnya mudah di pahami pengelasannya Namun sedikit saran agar praktiknya lebih banyak lagi agar kami peserta bisa mengeksplor hal hal yang belum mereka ketahui sebelumnya,8,positif,bermakna
Penyampaian materinya mudah dicernah,8,netral,bermakna
Luar biasa materi yang disampaikan cepat paham,1,netral,bermakna
"Sudah sangat baik, semoga di pelatihan berikutnya bisa tetap menjadi pemateri",3,netral,bermakna
"Saya sangat suka dengan pengajar saya yang dikelas A, dan asesornya yang sangatt baik terutama pak syahrir dan pak andy adli",3,negatif,bermakna
semoga lebih komunikatif lagi,1,positif,bermakna
Materi yang disampaikan jelas dan mudah dipahami,8,netral,bermakna
cara pengajar nya mudah di pahami,8,netral,bermakna
"Dlalam proses pelatihan, pengajar nya sangat baik dalm menyampaikan materi, dapat di mengerti dan pengajarnya juga ramah",3,positif,bermakna
Selama pelatihan alhamdulillah dapat ilmu dari sekian lama baru lagi belajar tentang jaringan,7,positif,bermakna
pengajar tentunya sudah tidak di ragukan lagii,7,negatif,bermakna
"mungkin lebih sering lagi berkomunikasi kepada para peserta, interaktif terhadap audiens dan bahan ajar mungkin yang lebih lengkap lagi ^_^ 🙏",1,positif,bermakna
Pertahankan cara mengajarnya,7,netral,bermakna
pemateri terlalu cepat menjelaskan,1,netral,bermakna
"Pengajar sangat baik dalam memberikan materi, materinya runtut dan mudah dipahami dengan metode pembelajaran yang menarik atau tidak monoton",8,netral,bermakna
Kualitas pengajar dalam menyampaikan materi sudah sangat baik,3,positif,bermakna
Pengajarnya terampil,7,netral,bermakna
Have fun,7,netral,bermakna
Terima kasih banyak kepada Tentor untuk ilmunya selama pelatihan.,4,positif,bermakna
Lebih rinci dalam menjelaskan materi,1,positif,bermakna
Pertahankan dan tingkatkan,7,positif,bermakna
Lebih banyak praktik nya,7,positif,bermakna
semoga lebih interaktif lagi,7,positif,bermakna
Pengajar menyampaikan materi dengan sangat baik dan mudah dipahami,8,netral,bermakna
Pengajar expert di bidang nya,7,netral,bermakna
Hanya mengajarkan satu aplikasi saja pada saat memaparkan materi,1,negatif,bermakna
Mudah dipahami,8,netral,bermakna
pengajar menjelaskan dengan cara yg mudah dimengerti,8,netral,bermakna
Sangat Jelas Namun Singkat,3,negatif,bermakna
"selesaikan peserta menyampaikan pertamyaan baru dijawab, tidak tiba"" dipotong",7,negatif,bermakna
"pembimbing dalam pelatihan sangat baik, mampu membuat kita memahami materi dengan keterbatasan waktu",3,negatif,bermakna
Sangat kompeten dalam menyampaikan materi,3,netral,bermakna
Pengejarnya sudah baik dalam menyampaikan informasi terkait materi,1,netral,bermakna
Waktu Untuk Materi terlalu cepat,1,netral,bermakna
Pengajar yang di hadirkan sudah sangatt kompeten pada bidangnya,7,netral,bermakna
Pengajar kami sangat baik dan saat menjelaskan sangat bisa di pahami dan jelas,3,netral,bermakna
Mungkin cara menjelaskannya jangan terburu buru,7,netral,bermakna
Pengajar sdh memberikan materi pelatihan yang sesuai dengan uji kompetensi,2,positif,bermakna
pengajar masih kurang objektif dalam melakukan penilaian terhadap peserta,7,positif,bermakna
Saangat baik namun materinya kurang lengkap,1,negatif,bermakna
Berterima kasih banyak kepada panitia digitalent kominfo beserta pemateri dan asesor ataupun yang pernah bimbing kami selama pelatihan ini,7,positif,bermakna
pemateri sangat handal dalam membawaakn materi sehingga mudah untuk dipahami terkait materi yang dibawakan,8,positif,bermakna
Semoga kedepannya jauh lebih baik,1,positif,bermakna
"Bapak tentornya sangat baik sekali, saya mengucapkan terimakasih banyak karna sudah mau membagi ilmunya",3,positif,bermakna
"Mungkin agak diperjelas dalam penyampaian tools yang digunakan, karena saya pribadi merasa terlalu cepat",7,netral,bermakna
"Pengajar membantu apa bila kita belum mengerti,pengajar menjelaskan secara detail",7,positif,bermakna
biarpun materi di refresh atau di ulang sebaiknya di ajar kan saja kembali,1,netral,bermakna
mungkin untuk waktu penjelasan materi jangan terlalu cepat karena biasa peserta ketinggalan apalagi waktu memakai tools,1,positif,bermakna
Ga adaa,7,negatif,bermakna
Pengajar yang baik materi yang di terangkan mudah di pahami,8,netral,bermakna
"Menurut saya pengajar nya sangat baik dan membantu kami dalam proses belajar, dalam merepotkan juga cepat",3,netral,bermakna
Cara mengajar kakak sangat baik dan mudah dipahami,8,netral,bermakna
Pengajar sangat menguasai materi sehingga mudah di pahami,8,positif,bermakna
"Lebih inovatif lagi dalam membawakan materi, dan terimakasih banyak atas ilmu yang di berika",1,positif,bermakna
"pertahankan cara pemberian materinya, karena mudah dipahami",8,netral,bermakna
"Pengajaran nya baik dan ramah, bisa mampu menjawab semua kebutuhannya mahasiswa yang bertanya",1,negatif,bermakna
Kadang terlalu cepat menjelaskan,7,positif,bermakna
Mungkin di setiap pembelanaran di berikan contoh terkait apa yang di sampaikan,7,positif,bermakna
pengajar menjelaskan dengan sangat baik sehingga materi materi yang dipelajari mudah dipahami,8,netral,bermakna
Penyampaian materi mudah di mengerti,8,netral,bermakna
Penyajian materi lengkap serta mentor yang sangat kompeten dalam mengajar membuat saya mudah mengerti dan memahami pelajaran,8,positif,bermakna
Saya yang lambat memahami materinya,1,positif,bermakna
Pengajar sudah melakukan tugasnya dengan sangat baik sedikit saran saya mungkin saat mengajar untuk tidak terlalu cepat dalam materi,3,negatif,bermakna
Profesional dalam mengajar,7,netral,bermakna
Semoga pematerinya lebih baik lagi kedepannya,1,positif,bermakna
"Baik sekli apalagi ibu fauziah yang memberikan materi, yang penyampaian nya itu secara detail",1,positif,bermakna
Pengajar berkualitas dan menguasai materi serta sangat friendly terhadap peserta yang bertanya,3,positif,bermakna
pemateri yang kompeten dan berkualitas,1,positif,bermakna
cara penyampaian mudah dimengerti hanya saja terkadang terlalu cepat dalam menyampaikan materi,1,positif,bermakna
pengajar sudah mengajar dengan sangat baik dan mudah dimengerti,3,netral,bermakna
Pemateri terlalu cepat menjelaskan. Untuk materinya sangat jelas,1,netral,bermakna
pemateri dan materi yang dibawakan sangat mudah dipahami,8,netral,bermakna
"Lebih ditingkatkan lagi, terutama dalam berinteraksi dengan peserta, sehingga komunikasi dapat berlangsung dua arah",7,positif,bermakna
cara mengajar nya sangat baik sehingga mudah di pahami,8,netral,bermakna
mungkin terkait deadline tugasnya butuh waktu sedikit lebih lama lagi untuk mengerjakan di rumah,7,positif,bermakna
Untuk pengajar sudah bgus mungkin hanya butuh penambahan waktu agar materi yang di berikan lebih terperinci,1,positif,bermakna
Kedepan lebih fokus lagi,1,positif,bermakna
Pengajarnya sangat aktif baik dalam menyampaikan materi maupun interaktif dengan peserta,3,positif,bermakna
"Tidak ada kritik ataupun saran. Karena pengajar sangat baik dalam penyampaian materi, serta dalam memberikan solusi terhadap permasalahan yang dihadapi peserta selama pelatihan.",3,netral,bermakna
Saran saya pemateri nya langsung dari pusat,1,positif,bermakna
Lebih di tingkatkan lagi,7,positif,bermakna
"Penyampaian materi sangat baik dan jelas, pengajar sangat ramah dan baik dalam komunikasi dengan peserta..",3,positif,bermakna
Menurut saya sudah sangat baik dari segi penyampaian materi. Saran saya kedepannya bisa lebih baik lagi,1,netral,bermakna
"Untuk pengujian sebaiknya menggunakan layar atau preyektor untuk mempersentasikan di depan galas, agar melatih kepercayaan diri dan berbicara di departemen umum",2,positif,bermakna
Cara mangajarnya mudah dipahami,8,netral,bermakna
Terkadang pemateri menjelaskan sangat cepat,3,positif,bermakna
"Kualitas materi yang mudah untuk dipahami terlebih lagi kebanyakan dari kami punya background jaringan komputer, pemateri cenderung menggunakan komunikasi satu arah dan jarang mengecek langsung pekerjaan peserta.",8,positif,bermakna
Mungkin dari praktek yang di berikan hanya mengajarkan gradasi memasukkan elemen dan mockup,7,negatif,bermakna
"sudah sangat baik, tapi lebih interaktif lagi",3,positif,bermakna
KAK FADLY GAADA OBAT,7,negatif,bermakna
Tetap mempertahankan tenaga pengajar pelatihan,4,positif,bermakna
Cara mengajar nya mudah di pahami,8,netral,bermakna
"Alhamdulillah pengajar sudah baik dan ramah, cara menyampaikan materi menurut saya sudah sangat baik, dan mudah di pahami",8,positif,bermakna
Terkadang pembahasan terlalu cepat,7,positif,bermakna
jelas dan mudah di pahami,8,netral,bermakna
"Cara pemberian materi nya sangat baik dan mudah untuk dipahami, semoga sukses selalu kedepannya dan lebih asik lagi mengajarnya",8,positif,bermakna
Saran untuk pemateri agar menciptakan ruang kelas pelatihan menjadi asik dan seru agar kami tidak mengantuk,7,negatif,bermakna
"Dari segi materi penyampaian lumanyan tersampaikan tapi saya mau saat disampaikan itu live coding juga biar kami yang beda jurusan ini mengerti tentang kode yang disampaikan itu ternyata penggunan dan tata letaknya seperti itu, Pengajar hanya membacakan materi ppt jadi saya agak ngantuk dan tidak mengerti penggunaan code yang itu bagaimana. Jadi semangat bagi pengajar buat lebih efektif lagi xixixi.",1,netral,bermakna
Pengajarnya baik dan sangat membantu selama saya mengikuti pelatihannya semua pelajaran nya gampang di pahaami,3,negatif,bermakna
Semoga lebih sering membantu,7,positif,bermakna
Mungkin lebih dikuasai lagi materinya terutama dalam hal pengaplikasian koding,1,netral,bermakna
Pengajarnya asik,7,positif,bermakna
"menurut saya, pengajar sudah menyampaikan materinya dengan sangattt baik dan memberikan contoh contoh yang mudah di pahami",8,netral,bermakna
Penyampaianjya sudah cukup bagus namun Krn dalam ruangan dan faktor ac jadi kadang mengantuk sebaiknya lebih variatif lagi fan seru,7,negatif,bermakna
pemateri sangat profesional dalam mengajar dan kompeten dengan materi yang dibawakan,3,netral,bermakna
Sangatt membantu saya dalam hal ini.,7,netral,bermakna
Gampang paham,7,netral,bermakna
"Materi yang dijelaskan sangat baik,bisa dipahami,dan menambah skill baru saat di praktekkan langsing.",3,positif,bermakna
lebih disiplin,7,positif,bermakna
Aktifkan kelas,7,negatif,bermakna
"Pembawaan materi sangat jelas dan mudah dipahami,",8,netral,bermakna
Pengajar Sangat humble dan asyik untuk ngobrol,3,positif,bermakna
Harus di bimbing prakret jngan cuma teori,7,netral,bermakna
Terkait pengajar. pengajar cara penjelasannya sangat cepat tapi mudah di pahami dan di mengerti makasihh sir,8,positif,bermakna
Mudah di paham saat membawakan materi,8,netral,bermakna
Lebih ditingkatkan lagi dalam efesiensi waktu dalam mengajar,1,positif,bermakna
"Metode belajar yang lebih bervariasi mungkin perlu diterapkan, seperti diskusi",1,netral,bermakna
Pengajar nya bisa menguasai kelas dan menyampaikan materi dengan jelas dan mudah dipahami,8,netral,bermakna
Pelatihnya baik ramah dan sabar banget dan materi yang di sampaikan mudah di mengerti makasih pak,1,positif,bermakna
"Saran, cari pelatih yang bener"" kompeten dan berpengalaman di bidang tsb...",4,negatif,bermakna
Pengajarny asyik dan menyenangkan dalam proses belajar terkait OKM,7,positif,bermakna
Mungkin waktu pelatihan nya di perpanjang biar kita lebih bisa memahami dan dapat mengimplementasikan ilmunya secara langsung,4,positif,bermakna
"menurut saya pengajarnya terlalu bertele tele dalam melakukan penyampaian materi, dan saya lihat peserta yang lainnya ngantuk pada saat pelatihan",1,positif,bermakna
"Pengajar sangat baik, ramah, dan cara mengajarnya sangat mudah dipahami",3,netral,bermakna
Kurang praktek,7,negatif,bermakna
Saran saya pelatihan ini memerlukan lebih banyak praktek dari pada penyampaian materi yang paling banyak. Karena dengan banyak praktek materi juga dapat disampaikan jadi pengaplikasian materinya mudah ditangkap dengan banyaknya praktek,1,negatif,bermakna
"apa yang di ajarkan sudah sangat dapat di mengerti, namun di hari terakhir pengajar seperti agak terburu-buru.",3,netral,bermakna
Penyesuaian terhadap kerakter setiap orang,7,positif,bermakna
"Saran saya pemateri harus memperkenalkan atau mengajarkan tole"" Pada media yg dipake pada saat pelatihan",1,netral,bermakna
para pengajar dan penguji sudah sangat baik dalam menjelaskan dan menguji peserta,2,positif,bermakna
Sebaikanya Materi pelatihan di selingi langsung praktek agar para peserta mudah memahami terkait penyampain materi,8,positif,bermakna
"Tidak ada kritikan, semuanya sudah jelas, berjalan dengan lancar , semoga kedepannya bisa lebih baik lagi. Sekian terimakasih. Sukses selalu!",1,netral,bermakna
Menurut saya ada baiknya materi pelatihan di selingi juga dengan praktek langsung agar peserta dapat mempraktekkan langsung materi yang telah di paparkan dikelas.,1,positif,bermakna
Kualitas materi pelatihan yang kami di ajarkan Kami sangat bersyukur atas ilmu yang di berikan kepada kami Terimakasih sudah mau membimbing kami selama ini,3,positif,bermakna
"pemateri nya asik, friendly. semoga nnti jadi dosen Unsulbar",1,positif,bermakna
Penyampaian dan metode yang digunakan sudah sangat baik,3,negatif,bermakna
"menurut saya untuk pengajar itu sudah bagus dalam memberikan materi, hanya saja terkait tools yang di gunakan tidak disamakan atau diselaraskan",1,positif,bermakna
Terkadanh sangat cepat menjelaskan,3,netral,bermakna
Saran saya sebagai peserta pelatihan junior graphic desaigner sangat2 kecewa dengan materi yang diberikan dikarenakan terlalu fokus ke teori bukan praktek dalam mendesain. Saran saya alangkah baiknya jika mencari pemateri atau instruktur yang bisa menyeimbangkan teori dan praktek desain jangan hanya banyak ke teori karena sangat membingungkan ketika sudah sampai pada hari ujikompetensi namun kita tidak di ajar praktek desain,1,positif,bermakna
"Pengajar sudah baik dalam proses penyampaian materi, juga ramah terhadap peserta",1,positif,bermakna
"Sebaiknya untuk pelatihan selanjutnya tolong pengantar yang diberikan oleh instruktur/pemateri lebih jelas dan tidak full teori saja, tapi fokus juga di bagian praktiknya agar ketika mengikuti ujian tidak bingung, dimana ujiannya itu mengutamakan praktiknya di banding teorinya. Terima Kasih",2,netral,bermakna
"Mengenai masalah materi mungkin kadang agak cepet dan keterlambatan tersedianya fasilitas speacker pengeras suara sehingga sedikit kecil dan kadang tersampaikan kurang jelas, saran saya mungkin hanya pada fasilitas untuk pemateri pada bagian pengeras suara,diluar dari itu pemateri sangat luar biasa",1,positif,bermakna
"Kritik : waktu yang digunakan saat mengajar kurang, lebih banyak waktu di materi dari pada praktek, bagi orang yang baru kenal dengam corel
 Saran : harus lebih banyak waktu praktek dari pada materi, dan berikan motivasi yang unik",1,positif,bermakna
Saya rasa sudah baik mengenai cara pemateri menyampaikan materinya hanya sja perlu lagi disesuaikan mengenai materi yang diberikan karena ada materi yg tidak diajarkan di kelas masuk jadi soal saat ujiannya,1,negatif,bermakna
Kedepannya waktu pelatihan lebih banyak,4,positif,bermakna
Kedepannya waktu pelatihan lebih banyak,4,positif,bermakna
"Untuk Pengajar khusus OKM Kelas A sangat luar biasa, karena dia mengajarkan secara mendetail orangnya juga sangat ramah kepada peserta pelatihan.",3,positif,bermakna
"Saran baiknya pemateri menyampaikan materi dengan pelang agar para peserta dapat memahami dengan baik, tapi penyampaian materinya sudah sangat jelas hanya perlu pelang² karna kecepatan menangkap materi berbeda-beda.",1,netral,bermakna
"Saya sangat suka dengan cara mengajar dalam memberikan materi, kurangnya sih mungkin agak kecepatan heheh soalnya klau mempraktekkan saya selalu ketinggalan kak",1,negatif,bermakna
"Tidak ada materi yang ditampilkan, saran agar materinya di buat dalam powerpoint",1,negatif,bermakna
Maaf kak tadi akun pertama salah isi jadi ganti akun isi form ini,0,negatif,bermakna
Kritik saya untuk pemateri kalau bisa jagan terlalu cepat menyampaikan materi karna banyak peserta yg ketinggalan materi,1,positif,bermakna
"Ilmu nya sangat membantu, khusus nya bagi orang yg jurusan nya terkait dengan operator komputer",7,positif,bermakna
Saran saya dalam pemaparan materi terlalu cepat,1,negatif,bermakna
Kadang menjelaskannya terlalu cepat😅 over all terimakasih Kak untuk materi yang diberikan,7,positif,bermakna
Sangat suka dengan cara pembawaan dari pemateri. semoga dapat dipertemukan kembali lagi dalam kegiatan selanjutnya,3,positif,bermakna
"tetap konsisten dengan cara mengajarnya, saya suka",7,netral,bermakna
Perhatikan peserta & materi di ajarkan lengkap,1,positif,bermakna
